0.49210063	-0.001893957	0.05916401	-0.06426208	0.051962405	-0.021643259	0.23354782	0.25086403	-0.06333391	-0.36327842	-0.07757229	0.17879847	-0.31774166	-0.58522004	-0.09085391	0.183672
0.12975374	-0.1347607	0.019606153	-0.17063342	0.30497128	-0.22904132	0.45201373	0.62178934	0.022097034	-0.1073232	-0.34543002	0.58677477	-0.3270012	-0.21115035	0.19325824	0.1388993
0.3421146	-0.25514585	-0.12995845	-0.030976962	0.24146692	-0.0414939	0.58279824	0.2308401	-0.3253996	0.16278268	-0.4827508	0.45490435	-0.1911707	-0.6306396	0.13345891	-0.14040399
0.36918744	0.18328364	0.12301372	-0.14698598	-0.09756216	0.053520486	0.0659266	0.014858605	-0.10426522	-0.34921658	0.12055863	0.011222867	-0.1814489	-0.4309319	-0.028422417	0.059530757
0.30030656	0.19676843	0.23813106	-0.24381782	-0.2940502	-0.14623363	0.30271584	-0.19617724	-0.45011517	0.22214355	-0.063095294	0.053491488	-0.123310834	-0.6388116	0.17932332	-0.49002323
0.6417874	-0.68340063	-0.71524006	0.6716461	0.7036002	0.49917597	-0.048434526	-0.26897037	-0.3110862	0.35046035	-0.8255835	-0.14495322	0.50394684	-0.64224166	-0.30859685	0.022164002
0.2143479	-0.13208404	0.05544178	-0.12442273	0.13322607	-0.06549799	0.3609918	0.33238098	0.040747494	-0.19364166	-0.18840155	0.39568266	-0.23275433	-0.433113	0.124831915	0.08682743
0.13642013	0.1414852	0.20464969	-0.19983248	0.091111526	-0.22841597	0.46763244	0.4416396	-0.03216923	-0.022552846	0.01969248	0.42030153	-0.40998805	-0.52798665	0.068002276	-0.07265178
0.6607581	0.33344874	0.019363407	0.10015316	-0.1745382	0.23840241	-0.3391676	-0.26766565	-0.01613079	-0.39403433	0.3185273	-0.6023575	-0.22914425	-0.72797817	-0.3103193	0.040191323
0.3515479	0.07863449	0.00184641	0.059307057	0.10473698	0.19721085	-0.036258224	0.113704056	0.084722735	-0.30208537	0.017976679	-0.106581695	-0.12560321	-0.3977707	-0.2625621	0.24419558
0.33027646	-0.24301697	-0.25519517	0.3435293	0.6952714	0.21724597	-0.07328699	0.58306736	0.82820827	-0.65797395	-0.2356453	0.1687991	-0.2335138	0.3091524	-0.5197617	0.67261463
0.3566287	0.12959611	0.0010549143	-0.05307946	0.11788471	-0.0073004034	0.12232177	0.24351445	0.049817957	-0.23845792	0.069298476	0.14747402	-0.14293231	-0.50889164	-0.07913709	-0.016030172
0.38210645	0.8712137	0.5053831	-0.34571013	-0.8007254	0.066948585	-0.4183381	-0.8052109	-0.41649875	-0.4114928	0.8719735	-0.67281276	-0.2250676	-0.7046219	-0.11697666	-0.17455326
0.09804921	0.07934267	0.1737186	-0.20379572	-0.09123844	-0.10672174	0.18452886	0.1560857	-0.1328475	-0.26809084	0.07231324	0.25915766	-0.20100896	-0.21405686	0.1160981	0.14604431
-0.2774033	0.3659716	0.34099498	-0.37159878	-0.31638217	-0.410669	0.44659942	0.22787842	-0.2639793	0.29303172	0.22902213	0.43062824	-0.38051632	-0.31515682	0.39194566	-0.31053045
-0.04676194	0.44562137	0.3804518	-0.35932577	-0.32977265	-0.20744357	0.21996976	0.09972894	-0.31112233	-0.099274	0.4230621	0.1501647	-0.3302617	-0.4865962	0.24176505	-0.20691487
0.1778736	0.17099303	0.034117706	-0.05552756	-0.03821879	0.007148517	0.02020106	-0.003704371	-0.12111297	-0.18009076	0.11586645	-0.02823241	-0.08295932	-0.34562594	-0.0019499745	0.04119144
0.059412315	-0.11055667	0.082426	-0.15641637	-0.1983621	-0.1583007	0.31286284	-0.02202346	-0.3463486	0.17066287	-0.18578278	0.36958075	0.038419094	-0.45704916	0.29470098	-0.2247318
0.7299532	-0.7636733	-0.6126457	0.33210987	0.26612175	0.43336472	0.025425086	-0.8813194	-0.7154603	0.5709124	-0.7691689	-0.15227295	0.7065436	-0.8619894	0.06267972	-0.2769019
0.00805271	0.19037567	0.18719558	-0.19024345	-0.21399347	-0.061556257	0.011973929	-0.067975566	-0.09361366	-0.3339862	0.31980664	0.086159386	-0.16011225	-0.023405142	0.029260315	0.13830961
0.09218786	-0.020317582	0.120434254	-0.2549782	-0.23035914	-0.061011236	0.17701271	-0.17782016	-0.32650062	-0.077458255	-0.03717897	0.12776777	-0.115075625	-0.49891564	0.14123377	-0.04933263
0.39597285	-0.12572087	-0.16582656	0.113882855	0.14211348	0.07636647	0.24321945	0.12558708	-0.1466359	0.20416537	-0.28247294	0.049560722	-0.075454995	-0.78874946	0.043513164	-0.17587763
0.16395684	0.17801116	-0.063068725	0.110778145	0.43311656	-0.10471222	0.12530065	0.4047377	0.46696177	-0.24097061	0.19563852	0.18552037	-0.2728995	0.031934433	-0.17537127	0.31265518
0.30329186	-0.30106673	-0.21659721	0.2546862	0.4913161	0.12739243	0.23691113	0.42722479	0.3664831	-0.350279	-0.3396861	0.3243002	-0.1320154	-0.1516262	-0.25107488	0.36822957
0.19596945	0.1322508	0.12132556	-0.10972173	0.08740528	-0.15308069	0.21603964	0.26641887	-0.04647963	-0.025774337	0.06265265	0.20076667	-0.329887	-0.38076591	0.006319429	-0.08445884
0.6233405	-0.017354278	-0.23608316	0.17361961	0.053188324	0.31346655	-0.16960257	-0.25245792	-0.12849288	-0.26153976	-0.10547966	-0.2992459	0.04089581	-0.52112854	-0.2623908	0.120737664
-0.08289625	0.26286286	0.22337711	-0.21330044	-0.27765438	-0.1625776	0.2774024	0.040421918	-0.28597564	0.07016166	0.18538117	0.18983936	-0.16640534	-0.4224215	0.18638797	-0.28683037
-0.6808484	0.7383834	0.53590906	-0.29139692	0.79253966	-0.80073464	0.8354434	0.91443145	0.9192919	-0.102836914	0.6146095	0.8096265	-0.7636253	0.6873912	0.27071476	0.1653979
0.26679754	0.22090663	0.18718125	-0.18544167	-0.17786719	-0.13658616	0.2130432	-0.008229111	-0.34388784	0.18743654	-0.017918564	0.035590198	-0.22330134	-0.5989666	0.14856021	-0.32170433
-0.025631549	0.09395091	0.05560567	-0.14877868	-0.02261783	-0.23822628	0.3902692	0.29370168	-0.14300753	0.040024955	-0.02683274	0.42481846	-0.18134734	-0.2738169	0.19913408	-0.09887972
0.40742505	0.1533104	-0.054658763	0.11988452	0.05924716	0.2122797	-0.15912627	-0.044931617	0.09031502	-0.43638694	0.13987193	-0.27574915	-0.014384462	-0.3213377	-0.31205335	0.15579139
